Id,y
139782,1067251.9319535538
139783,820745.1984126985
139784,1236400.9071583252
139785,950267.8382186973
139786,1139811.2623716155
139787,705271.1506271507
139788,697729.9299859497
139789,705161.1892155408
139790,1577106.357398761
139791,1297727.6568480707
139792,1511869.166666667
139793,1702254.9475209147
139794,1224526.357323232
139795,531993.8895421403
139796,1912724.32377886
139797,528881.5338657887
139798,2444248.0893985988
139799,570190.2351905975
139800,765604.6921292524
139801,1372372.3809523808
139802,1286761.5595238097
139803,2444248.0893985988
139804,1521948.1995266015
139805,1614377.0065749083
139806,3897062.4047619044
139807,1523964.5345275714
139808,983882.1004329005
139809,1280914.9425230715
139810,865135.9108600548
139811,2055005.3834302071
139812,2394318.4442857145
139813,1316444.6271724282
139814,1039559.9285714286
139815,1287426.0833333335
139816,958171.202020202
139817,1449163.456571462
139818,2912945.739978188
139819,1168075.9759976645
139820,639095.6173973087
139821,2777415.869047619
139822,983143.5753968252
139823,755964.6983182365
139824,740355.7362790449
139825,907403.7462232582
139826,1774429.710957902
139827,1012760.5746243834
139828,1239025.9256686727
139829,853271.0155122468
139830,717110.9354326801
139831,697729.9299859497
139832,1958710.3791292561
139833,768241.3791447581
139834,982143.8058563283
139835,288901.61990256637
139836,1990837.905844156
139837,1843534.2364726681
139838,1502364.8688849043
139839,1815382.7047449492
139840,623868.5867604618
139841,1600911.8527767148
139842,1764490.5245310245
139843,683395.0643664008
139844,1487452.88
139845,1663860.6743170875
139846,835730.2145540188
139847,687683.0104299298
139848,1066105.4666666666
139849,2453300.0
139850,1308883.0441088139
139851,673850.0349927852
139852,7663666.636666668
139853,1254180.842948718
139854,1361863.0813401572
139855,891081.1943835862
139856,870802.7219755648
139857,418332.41465275205
139858,697310.8293695704
139859,715560.360445074
139860,1494533.5692187026
139861,1396763.248015873
139862,900659.800613194
139863,863723.9846635312
139864,1105665.942099567
139865,738416.4831723833
139866,1911231.6587440332
139867,861533.8031245475
139868,1561191.6987657598
139869,1464649.9780206336
139870,724147.4235119453
139871,684687.4202564103
139872,572950.6071988748
139873,1174968.2819402816
139874,1517316.5744360415
139875,1873403.2126920465
139876,2654438.0436002617
139877,1160208.347912008
139878,915642.9633811011
139879,2127885.7567347814
139880,2038920.98989899
139881,1564232.3142135637
139882,1541804.0871362197
139883,521356.04124626325
139884,881870.0952380953
139885,1429228.6884004006
139886,1131406.2417279084
139887,877705.738311321
139888,1473953.3333333335
139889,959495.9047619047
139890,613685.6144319095
139891,2439440.0
139892,1482704.5457543312
139893,2508982.4983661827
139894,781268.5818903319
139895,850978.2953102454
139896,504761.15938310063
139897,1860419.3732656771
139898,425764.0391423828
139899,519474.92844957055
139900,994787.7654978355
139901,677529.7978578198
139902,1866421.9489838362
139903,687360.1666666665
139904,1341597.7182052985
139905,831778.846644442
139906,710883.6507936508
139907,1112537.6629924849
139908,1299089.336127333
139909,993666.3688713249
139910,613685.6144319095
139911,1764076.0262837214
139912,713104.6008158508
139913,1166733.3124477863
139914,665980.0679430423
139915,598930.9938150087
139916,534920.0470081453
139917,883462.8502858985
139918,1223397.217362552
139919,718422.431029463
139920,846296.6666666665
139921,852610.0194580714
139922,1357573.9761904757
139923,2197429.232142857
139924,1847139.2508837252
139925,590027.3527277919
139926,1932279.69862885
139927,1541804.0871362197
139928,1477288.8108811665
139929,580601.667651568
139930,647160.4925270807
139931,1283865.2490136216
139932,943015.7200521701
139933,1300004.1666666667
139934,1566534.5923545018
139935,1365071.12911323
139936,801227.1642797351
139937,551844.8017426284
139938,1383678.333333333
139939,1375303.6473214286
139940,1386515.0032110186
139941,1358973.3116906853
139942,1336059.192364248
139943,415715.93890387187
139944,1856685.0739538241
139945,1497996.2321146044
139946,538890.6944444444
139947,1227327.0567853842
139948,1039080.1135253636
139949,853271.0155122468
139950,1042649.3205357263
139951,1523964.5345275714
139952,735307.3988095239
139953,878372.4836099513
139954,1834493.4516574848
139955,1483535.4612689016
139956,872476.7989763606
139957,1244950.666451604
139958,1615739.8055555555
139959,2493540.731248947
139960,868640.4637430445
139961,732439.7250675798
139962,1398721.547409963
139963,656535.4089079801
139964,705819.232135132
139965,2786947.9727431466
139966,993846.797799423
139967,1359659.480474866
139968,568119.9813242314
139969,776379.7619047619
139970,1978972.8284313723
139971,438613.5359943978
139972,787671.8416305918
139973,2944175.3337457418
139974,1236658.457624413
139975,891081.1943835862
139976,841238.5476190475
139977,1270421.4149789524
139978,915553.843481688
139979,633072.1672493726
139980,711102.9977661228
139981,863437.1909670767
139982,542957.9081701632
139983,1570177.4020597083
139984,1414488.5026188802
139985,6937208.351509604
139986,1283865.2490136216
139987,648912.9756575124
139988,941384.1259008395
139989,719327.0244588745
139990,1255886.1914914674
139991,1793667.5695148662
139992,2065010.3863668835
139993,1052656.3788731182
139994,724457.4791204779
139995,2736383.6739668543
139996,915553.843481688
139997,1372069.4662944782
139998,1604287.6025896696
139999,1964903.8587340205
140000,697535.9523809524
140001,975727.2605702021
140002,617244.8668081177
140003,704469.7371148263
140004,1153396.1223318344
140005,725166.6078717875
140006,717652.7251082252
140007,1646377.159418604
140008,741841.1395650714
140009,761120.2301572118
140010,1105747.1477688535
140011,1369837.1184724667
140012,1025967.8727880648
140013,582646.2235831978
140014,421198.7331861947
140015,647812.7104126136
140016,384309.6818154347
140017,788552.1124611858
140018,822041.1547619047
140019,685388.2182539684
140020,1244256.4842370558
140021,752677.9292079416
140022,1274640.8333333335
140023,919848.8189893662
140024,1748978.90749648
140025,719709.2573846431
140026,768872.7536904761
140027,1477288.8108811665
140028,556519.259429321
140029,740355.7362790449
140030,1695198.1338136152
140031,1579874.083333333
140032,1242052.0481601732
140033,1261334.2000103025
140034,864522.9318598066
140035,1832165.3051275823
140036,1876876.924597225
140037,1556072.5007926545
140038,9227408.333333332
140039,1614951.9164005192
140040,631951.5974339389
140041,1657109.8381168833
140042,817902.7678571427
140043,1080543.1240827783
140044,555038.777433511
140045,447477.085
140046,1352346.843238053
140047,1081460.0952727275
140048,525344.1853659109
140049,2396684.1666666665
140050,1045087.7573194418
140051,880368.9622113997
140052,1110655.7142857143
140053,2200783.1785714286
140054,787786.5737773307
140055,721215.4660524591
140056,888035.4627317127
140057,807191.6753246756
140058,1327558.5853174604
140059,1414488.5026188802
140060,1730867.373015873
140061,946424.1220644738
140062,749202.1253318131
140063,1130736.7628898881
140064,1285418.584656085
140065,738278.5764790764
140066,893074.6948051947
140067,1024542.7975565488
140068,969589.305828674
140069,1054129.8982683981
140070,618546.0600447797
140071,792677.6987179486
140072,1239364.7065434565
140073,463731.71275670076
140074,1359659.480474866
140075,1223397.217362552
140076,1088454.0833333333
140077,1069451.9359668107
140078,863437.1909670767
140079,862371.7602625947
140080,1128354.2410716508
140081,2539485.339729714
140082,560200.9649321267
140083,2179379.833333334
140084,667606.8455482427
140085,1336059.192364248
140086,1136182.955266955
140087,1034244.0
140088,837850.0034895916
140089,2048078.0947209045
140090,1382798.9974384257
140091,724457.4791204779
140092,1295912.314556933
140093,738285.755039068
140094,604727.464868465
140095,3363903.4038153957
140096,1709375.0
140097,3683314.7250427348
140098,724845.5486764659
140099,604777.0277777779
140100,1168075.9759976645
140101,769002.1141307758
140102,2064512.6445776445
140103,1243707.1871389183
140104,1063239.5097827008
140105,946859.147583951
140106,2152746.2095757574
140107,662971.0238095237
140108,733560.8730158731
140109,625468.5357142858
140110,1964903.8587340205
140111,1561314.7202151688
140112,1035662.669369115
140113,1959970.6761230556
140114,1066811.6190476187
140115,2147917.3861376243
140116,683395.0643664008
140117,1774429.710957902
140118,912722.3887896826
140119,2132939.0457483623
140120,1095473.3439460981
140121,1587259.8281326517
140122,911714.3505286281
140123,1457289.4603174604
140124,2538933.1730769235
140125,1841189.7845115988
140126,975387.1428571428
140127,689269.577229568
140128,2202928.333058349
140129,569453.3572222223
140130,566838.5067432567
140131,1398721.547409963
140132,853791.7967219782
140133,1223280.4666194976
140134,919026.3302988426
140135,1247257.4615794595
140136,1120735.3414137205
140137,988125.8836529584
140138,1455018.6974253815
140139,1312443.4642857143
140140,1688455.9518210245
140141,985875.8802214169
140142,1464649.9780206336
140143,656535.4089079801
140144,4240655.884383431
140145,1305334.0444989088
140146,550062.5513235293
140147,514671.68846153846
140148,742900.0560173162
140149,2049945.706060606
140150,442501.4764957265
140151,2552493.988161735
140152,1371502.5591630593
140153,663631.1276058737
140154,1081629.2727952306
140155,1224526.357323232
140156,639650.7199546486
140157,1222945.4127260593
140158,399313.48749964125
140159,980526.2504854328
140160,466219.32936507923
140161,653466.9446816802
140162,566011.3012761143
140163,1411541.9176702464
140164,1127832.8333333335
140165,1834493.4516574848
140166,1496535.8164058165
140167,1274189.1161616163
140168,2238397.8925596834
140169,1085855.2523646534
140170,2026621.1255109652
140171,570205.7505984965
140172,716902.9063174895
140173,1412146.2557220403
140174,726664.0748184533
140175,858996.8942307692
140176,712169.961643482
140177,952446.1052245301
140178,943697.1698412698
140179,1266231.6208427406
140180,796738.8441475481
140181,2065010.3863668835
140182,1085568.9172324422
140183,925594.9632524338
140184,1042416.134545609
140185,683593.3785406129
140186,711477.0703948085
140187,826304.0357142857
140188,815427.8518109925
140189,1256462.6148296148
140190,630360.1587301587
140191,1427660.5616582728
140192,971253.0722078877
140193,841515.1520715945
140194,543323.5133329091
140195,949766.8526594512
140196,1676236.281882601
140197,1206052.5
140198,1767745.728751804
140199,924722.1465175976
140200,1611626.7932900432
140201,1651959.5556388057
140202,890930.5955217779
140203,1876451.2888931194
140204,730701.3795093794
140205,1280871.616300366
140206,769667.8629703628
140207,1010176.8214424466
140208,672105.0011544013
140209,1105205.5376993848
140210,1336382.5542445872
140211,1774950.4132898
140212,615185.0
140213,4345554.999999999
140214,946257.6685963825
140215,1030151.986950594
140216,1341305.5174852256
140217,418426.4758297256
140218,1146495.9305706404
140219,601587.2158813407
140220,1482704.5457543312
140221,592552.1516615507
140222,1291875.6030469087
140223,900487.282543704
140224,784193.4462039864
140225,1508574.6969696973
140226,1832165.3051275823
140227,1173383.7969872833
140228,1502812.4961715352
140229,793818.9595485316
140230,2421298.4523809524
140231,1085855.2523646534
140232,1186883.8648962977
140233,1691205.9712313295
140234,475102.35153481713
140235,1214895.5848256277
140236,1703496.2251678638
140237,1959970.6761230556
140238,690408.2229000741
140239,1278813.7304987384
140240,365942.59983428894
140241,1190287.670486705
140242,2420098.174792938
140243,1283865.2490136216
140244,690786.2896825396
140245,1434510.0328291364
140246,860451.8424255429
140247,1409482.0634593465
140248,1323209.8716665865
140249,753254.3656330056
140250,682786.7063492064
140251,1105747.1477688535
140252,1965139.387279387
140253,736177.7812768957
140254,1058437.181998557
140255,504761.15938310063
140256,856483.0555555555
140257,532011.3414477289
140258,926937.3663003664
140259,1171170.0660668835
140260,996283.1392190484
140261,3212059.89766082
140262,1826435.4163724198
140263,1082204.5146475267
140264,811582.3492997489
140265,1204564.6067821067
140266,1386515.0032110186
140267,609232.6890331892
140268,1455605.2847250006
140269,696655.7562881565
140270,857299.9521806042
140271,1073740.496031746
140272,858626.459096459
140273,755135.8540274437
140274,1013997.4823715758
140275,1345046.2359307357
140276,1446591.761904762
140277,672340.4722222221
140278,509034.8456474524
140279,1192613.673467299
140280,1877725.8701917347
140281,749211.8333333331
140282,1336713.8673548675
140283,973652.8658286158
140284,1932462.4893650792
140285,513245.01726051734
140286,1217502.8776778774
140287,823048.6616060607
140288,1591008.382756133
140289,1325550.8382515705
140290,1578191.0284211836
140291,2099566.6343231676
140292,2223882.488455988
140293,938900.0
140294,1816462.4211399716
140295,1877544.527035658
140296,2237445.394342586
140297,708488.8936904761
140298,1027048.227135511
140299,801004.1666666665
140300,2055005.3834302071
140301,1446506.0029897299
140302,619051.4642857142
140303,2437550.305223665
140304,590027.3527277919
140305,1415413.6579860086
140306,571819.135414841
140307,767562.5084885875
140308,1840285.0377993807
140309,449318.9716117216
140310,1109649.3752857142
140311,1105621.108766234
140312,891081.1943835862
140313,1173665.7175961295
140314,575361.7550968314
140315,1042649.3205357263
140316,1070572.9209229928
140317,751216.934177175
140318,2466011.933329373
140319,490111.22270671406
140320,970624.2236475871
140321,1905630.2970479734
140322,1008191.4292198463
140323,1662359.839813703
140324,2118692.469924069
140325,792022.9272945798
140326,644006.0636325236
140327,797854.508025376
140328,588271.5476190476
140329,862507.4999999999
140330,1796472.1836219341
140331,747134.6468087817
140332,1556681.4742892343
140333,1278813.7304987384
140334,881381.4236152885
140335,1738497.6963308454
140336,2118692.469924069
140337,2253606.6746518263
140338,964103.5454545453
140339,1429672.952126305
140340,5032313.610567678
140341,747726.83495671
140342,1722675.587022343
140343,1281996.8986573303
140344,318436.1204906205
140345,1152699.0700513974
140346,2047464.7013315454
140347,866346.3255394661
140348,4366783.3
140349,2664389.073687654
140350,645554.4383116883
140351,1226690.9092773367
140352,5507257.698412699
140353,1895392.6150793647
140354,563347.0882630023
140355,2517408.8450438455
140356,1153305.5952380954
140357,758773.5071591228
140358,1099789.9617794487
140359,697478.138888889
140360,1508361.2857184515
140361,5032313.610567678
140362,1698392.7902335462
140363,895247.166930963
140364,1363110.6228840817
140365,881495.3511191772
140366,1341597.7182052985
140367,606981.902565108
140368,638619.5000000001
140369,2238397.8925596834
140370,1668048.2948773685
140371,1110250.9673659862
140372,795832.1428571428
140373,1438873.8974675492
140374,1531958.7997999808
140375,977498.3993655636
140376,4883906.642857143
140377,834197.4146540595
140378,1845800.0873015875
140379,651374.4934434847
140380,1140102.6666666665
140381,674042.3476523475
140382,1074714.126068376
140383,615086.8333333334
140384,1384958.8333333335
140385,2508982.4983661827
140386,1017808.9824454286
140387,927328.3795926294
140388,622361.6908021695
140389,723818.4971139972
140390,3162601.4087301586
140391,816859.248015873
140392,1204857.976190476
140393,2065010.3863668835
140394,1620467.6295534533
140395,2132939.0457483623
140396,1478697.1613795003
140397,1066236.984113109
140398,957608.533272283
140399,980361.7718083869
140400,1673365.0595238092
140401,835471.4792823844
140402,2314399.93414564
140403,567923.764721316
140404,944223.4997358595
140405,1211351.6666666667
140406,1326295.5851807005
140407,1247257.4615794595
140408,1787033.3729624578
140409,926937.3663003664
140410,1510166.3317764346
140411,884325.7878792882
140412,2237476.5819729045
140413,652658.3333333333
140414,900487.282543704
140415,2508982.4983661827
140416,1543432.7051473646
140417,881787.705976171
140418,934678.3481679134
140419,1218346.0884360059
140420,1793667.5695148662
140421,1548365.5357142857
140422,1508049.9762161383
140423,801116.9463614163
140424,1261334.2000103025
140425,1863313.0312782598
140426,1514748.2142857146
140427,552961.4893785745
140428,669259.0804363902
140429,1419181.6926153442
140430,672083.7206335332
140431,1341597.7182052985
140432,554975.9343434344
140433,1982981.4348229545
140434,793815.8214263377
140435,3011863.4131146627
140436,744372.3492384537
140437,521356.04124626325
140438,1121103.3612596556
140439,680453.1414143607
140440,3216221.666666666
140441,561795.465007215
140442,1526364.8717948718
140443,1988649.5000000002
140444,1092948.8884867406
140445,922361.475413547
140446,626394.4086362235
140447,1311696.6537683092
140448,764097.8571428572
140449,2237476.5819729045
140450,2558451.3499074457
140451,1037065.563840909
140452,1682446.5872167058
140453,6080351.706349207
140454,1078187.070518894
140455,1576555.5031252084
140456,641275.2813213748
140457,1234059.2107614607
140458,1518253.2142145976
140459,792265.5066738817
140460,1139833.6076914107
140461,1058555.5012167743
140462,980526.2504854328
140463,996682.9529530586
140464,898428.0290292335
140465,1540293.5753968253
140466,982143.8058563283
140467,2156653.539682539
140468,742828.5714285714
140469,684153.7858621932
140470,1560071.8704906204
140471,792810.7083347936
140472,1128354.2410716508
140473,720860.4088673854
140474,729236.7738095239
140475,1600340.0523088025
140476,620576.6950284606
140477,1078187.070518894
140478,1233592.0612756677
140479,937359.483838061
140480,668806.2627164501
140481,879299.5
140482,1923045.174242424
140483,2480483.6473672614
140484,956823.0595238094
140485,1025521.0
140486,546672.6666666666
140487,2787136.7650914653
140488,753019.2500000003
140489,3947332.882395382
140490,967525.73287257
140491,843179.0078397748
140492,594433.7938869462
140493,851817.004107249
140494,1300119.9178065215
140495,801227.1642797351
140496,952167.7696097237
140497,1557345.8333333328
140498,1283865.2490136216
140499,910725.6209523807
140500,430910.73294939904
140501,5463896.766666668
140502,1190911.8890805258
140503,685388.2182539684
140504,985875.8802214169
140505,611355.998537217
140506,800177.3815323954
140507,1893100.2153957156
140508,738785.7142857143
140509,705757.5369769122
140510,1322618.1898352746
140511,584456.7423544676
140512,1291875.6030469087
140513,1253190.4581463765
140514,1302223.8453860197
140515,736772.0555555555
140516,2974054.4883109396
140517,1785812.138888889
140518,784338.786396185
140519,1534218.9273594597
140520,1796472.1836219341
140521,614411.7458374958
140522,1383587.0519338036
140523,885709.5851678192
140524,872476.7989763606
140525,1273232.0634920634
140526,1275232.3917748919
140527,1029812.9166666667
140528,2472160.7835108046
140529,1464944.7111962796
140530,816619.5
140531,621646.0119966462
140532,4346712.142857143
140533,502956.70815295813
140534,1709250.0
140535,2065010.3863668835
140536,438924.77886002883
140537,1578191.0284211836
140538,1059072.1257779368
140539,567068.5907509157
140540,1154362.4878412322
140541,653502.3194916194
140542,1146107.5410098834
140543,897365.6507936509
140544,1614377.0065749083
140545,885577.4639838578
140546,1556127.3368742368
140547,871359.88462754
140548,6011348.919760628
140549,1037065.563840909
140550,530585.5036773741
140551,1069319.139710747
140552,898958.888888889
140553,902135.9158798073
140554,888465.8151154402
140555,927392.927098193
140556,532611.2605311356
140557,555901.3174603174
140558,953261.2424007935
140559,5104503.641904762
140560,1435341.2658730159
140561,1192613.673467299
140562,688223.1917265996
140563,1066734.4434341157
140564,1802821.3325733924
140565,995205.0696669146
140566,1267119.6428571427
140567,742900.0560173162
140568,1408837.8571428573
140569,706469.0
140570,1873711.6400603228
140571,719163.4188888889
140572,1072814.800595238
140573,1112537.6629924849
140574,1789414.415380828
140575,704720.0645355246
140576,2031100.6004570315
140577,922361.475413547
140578,673623.6839826838
140579,1143751.5
140580,1194433.4761904762
140581,2191681.5294387885
140582,3099763.095238095
140583,1139777.607178021
140584,608339.0089045513
140585,530901.1587301587
140586,646271.7900641026
140587,1104420.1012622826
140588,910752.4761904761
140589,858330.2015404053
140590,1407133.5662335744
140591,1282625.8205746952
140592,1209938.9999999998
140593,1201000.6624761901
140594,1490135.857683983
140595,869810.2125244035
140596,848907.686722591
140597,1490567.4939935068
140598,1328359.3015873015
140599,920911.7604901961
140600,181961.65521101706
140601,602669.9694769883
140602,630986.770923521
140603,859752.6272853715
140604,937523.266668617
140605,1214676.2142857143
140606,858904.5603636467
140607,1628234.2117670262
140608,1769094.6666666665
140609,974735.5634920635
140610,852646.5304399116
140611,1737518.0830993983
140612,847438.2662337662
140613,1085960.5725164586
140614,3269078.1131631527
140615,816859.248015873
140616,1641966.7632819572
140617,1964903.8587340205
140618,1317559.99
140619,793644.0006408761
140620,2169564.1441201298
140621,1880094.6728046187
140622,3007691.2697445
140623,1718654.5753289824
140624,1286761.5595238097
140625,862348.3333333333
140626,1170346.3166735228
140627,922364.0914285714
140628,701742.5
140629,1476112.5239898986
140630,676013.8452380953
140631,1261916.8497165148
140632,1455018.6974253815
140633,3195775.8178571435
140634,678225.2819873753
140635,781582.5555555555
140636,1419722.1785714284
140637,2458551.87831166
140638,862682.1776556777
140639,1270421.4149789524
140640,826018.1611279588
140641,950267.8382186973
140642,1638124.0529804556
140643,926330.8735504118
140644,765023.7354736737
140645,1664236.3897306405
140646,929338.8869206347
140647,948556.3400586342
140648,874195.616952381
140649,2241892.7766666664
140650,1679466.7651273431
140651,1551866.7813852811
140652,1112537.6629924849
140653,858904.5603636467
140654,1882429.856753589
140655,808371.0876842132
140656,2132939.0457483623
140657,822816.582152381
140658,514671.68846153846
140659,1095473.3439460981
140660,2031233.8344598669
140661,324112.08965367964
140662,1198905.7741843343
140663,1557345.8333333328
140664,1917625.166659185
140665,1053799.6373809525
140666,600278.9475117455
140667,1775146.4049970626
140668,2617762.327238095
140669,3490138.6311447197
140670,1016393.577947728
140671,898887.2400793651
140672,1136782.7341269841
140673,1521318.4860851995
140674,996283.1392190484
140675,563347.0882630023
140676,1784117.7380952376
140677,2072748.2023809522
140678,908048.1540404041
140679,1515471.656746032
140680,2266300.0080962977
140681,1582913.9023533359
140682,993668.6706349206
140683,1801922.046727355
140684,1283865.2490136216
140685,1095865.6182261547
140686,797041.6547619047
140687,1521948.1995266015
140688,3484339.7901774026
140689,937628.0497335269
140690,814277.4920634921
140691,790180.7654669738
140692,1827173.4920634918
140693,956823.0595238094
140694,917393.841374863
140695,1103222.2841269842
140696,1301487.9509199953
140697,1173665.7175961295
140698,1021377.0238095238
140699,1686975.8134920637
140700,740573.3784271283
140701,1978974.0378805709
140702,2237476.5819729045
140703,1059432.6611047497
140704,658196.323953824
140705,834322.2077020204
140706,1882429.856753589
140707,550222.4368686868
140708,1087193.2341269841
140709,1030151.986950594
140710,962361.7353401026
140711,678327.4468085107
140712,1847649.2333772576
140713,1294599.733362603
140714,847553.7827936508
140715,680163.9425632565
140716,1041364.641014443
140717,675349.4753759353
140718,746731.2388013874
140719,2125801.7156454655
140720,624021.0198412699
140721,1259784.3281543567
140722,1161123.132095615
140723,1123035.5594345029
140724,961997.630952381
140725,1069319.139710747
140726,798856.9770798518
140727,490734.3882783883
140728,903003.7460317462
140729,798541.2698412697
140730,835709.9340381841
140731,1234843.7111162837
140732,1264298.0128205125
140733,1576678.5369769123
140734,673973.0502103328
140735,1259349.6400413522
140736,728314.154284441
140737,1046560.9992475734
140738,1242092.3888888888
140739,1252403.769245912
140740,725166.6078717875
140741,1025422.8769841272
140742,1186883.8648962977
140743,1017379.3742923741
140744,2192350.277777778
140745,1446506.0029897299
140746,1048870.5095026128
140747,1566057.2547591906
140748,1637739.5315945195
140749,1247572.2848254135
140750,1584872.666666667
140751,623887.7890785326
140752,1488660.6589360468
140753,1705371.2538523974
140754,803524.7663447665
140755,2055005.3834302071
140756,1005905.1612554115
140757,704613.4351226467
140758,1217502.8776778774
140759,1405150.3163981512
140760,938689.5065085648
140761,1297727.6568480707
140762,698962.4750677808
140763,1322491.476799937
140764,1591408.0641882492
140765,942066.2774733437
140766,2594152.69025
140767,1331475.077852148
140768,1806175.517288267
140769,724457.4791204779
140770,579456.9873771219
140771,1363413.66977134
140772,1510923.0457797388
140773,1315748.6293003438
140774,1093458.6084478623
140775,1038175.6915882729
140776,993614.2485555625
140777,1222945.4127260593
140778,1829646.944761905
140779,1538470.659663621
140780,716902.9063174895
140781,1225546.896463014
140782,2279305.412729181
140783,636160.3394535682
140784,1522716.8259165275
140785,1197293.9293870905
140786,817725.5506401154
140787,1148652.9354525295
140788,808371.0876842132
140789,1347977.777777778
140790,773576.7126691568
140791,1850731.9987580362
140792,794257.8333333333
140793,995205.0696669146
140794,1502364.8688849043
140795,2412845.542258782
140796,873473.6132756133
140797,490111.22270671406
140798,1085960.5725164586
140799,1867697.8899249183
140800,2451346.6666666665
140801,1632337.322794889
140802,910844.3694312226
140803,971226.9642857143
140804,951830.4622975707
140805,1713641.04310363
140806,1154905.9674196807
140807,1477288.8108811665
140808,1618738.3779018254
140809,1331475.077852148
140810,794200.6507936508
140811,1080588.0984552735
140812,859995.1164243032
140813,966908.619875419
140814,1101843.517138367
140815,358080.11514761514
140816,1564729.053113553
140817,907275.4831978743
140818,2409102.534548708
140819,680453.1414143607
140820,1917992.4630869126
140821,899113.7276216432
140822,492968.59286966035
140823,589741.071175041
140824,1477288.8108811665
140825,2796050.833333334
140826,1094047.5
140827,1267843.0792157478
140828,1681355.7738095238
140829,931778.5651014866
140830,916806.9530484262
140831,631618.9357423622
140832,679826.7547879858
140833,563347.0882630023
140834,885234.4404761904
140835,1847139.2508837252
140836,3642062.859057608
140837,907832.1380952382
140838,1823623.750809486
140839,900698.6780445857
140840,1198587.7557827192
140841,1283865.2490136216
140842,924722.1465175976
140843,2128805.6979734874
140844,1759413.9222638947
140845,959941.3023672476
140846,2877054.497755872
140847,684731.3815789474
140848,1976192.234355046
140849,439148.7380952381
140850,1040314.6724184122
140851,652161.380952381
140852,1330143.2225410389
140853,1521230.0
140854,797854.508025376
140855,522960.16666666674
140856,1177942.6666666665
140857,441978.29141702043
140858,794561.1998809524
140859,1129476.0908232136
140860,856480.5707045149
140861,959628.8819145228
140862,1045027.4166666669
140863,1494399.9999999998
140864,804791.045017048
140865,809729.0320214101
140866,750791.4781746033
140867,473925.702684718
140868,766317.518828394
140869,862672.6364425025
140870,1233181.7352941176
140871,1296340.6998557
140872,1208152.7417973953
140873,2021540.079365079
140874,930935.6350990073
140875,1078187.070518894
140876,950813.3533333333
140877,1152730.082772319
140878,782570.0277453404
140879,2196746.5839556693
140880,902557.5000000001
140881,1487452.88
140882,793266.7106504607
140883,1705392.9113035821
140884,678057.8151499842
140885,886780.2881678375
140886,2079930.0
140887,895247.166930963
140888,1502364.8688849043
140889,2032439.3866522375
